"gmtamesQSAR_ID","Strain","Endpoint","TrainValTest"
"gmtamesQSAR_1802","TA1535_S9","Negative","Val"
"gmtamesQSAR_1810","TA1535_S9","Negative","Val"
"gmtamesQSAR_1816","TA1535_S9","Negative","Val"
"gmtamesQSAR_1828","TA1535_S9","Negative","Val"
"gmtamesQSAR_1838","TA1535_S9","Negative","Val"
"gmtamesQSAR_1842","TA1535_S9","Negative","Val"
"gmtamesQSAR_1844","TA1535_S9","Negative","Val"
"gmtamesQSAR_1849","TA1535_S9","Negative","Val"
"gmtamesQSAR_1860","TA1535_S9","Negative","Val"
"gmtamesQSAR_1862","TA1535_S9","Negative","Val"
"gmtamesQSAR_1867","TA1535_S9","Negative","Val"
"gmtamesQSAR_1870","TA1535_S9","Negative","Val"
"gmtamesQSAR_1883","TA1535_S9","Negative","Val"
"gmtamesQSAR_1893","TA1535_S9","Negative","Val"
"gmtamesQSAR_1895","TA1535_S9","Negative","Val"
"gmtamesQSAR_1906","TA1535_S9","Negative","Val"
"gmtamesQSAR_1910","TA1535_S9","Negative","Val"
"gmtamesQSAR_1911","TA1535_S9","Negative","Val"
"gmtamesQSAR_1915","TA1535_S9","Negative","Val"
"gmtamesQSAR_1916","TA1535_S9","Negative","Val"
"gmtamesQSAR_1918","TA1535_S9","Negative","Val"
"gmtamesQSAR_1930","TA1535_S9","Negative","Val"
"gmtamesQSAR_1933","TA1535_S9","Negative","Val"
"gmtamesQSAR_1934","TA1535_S9","Positive","Val"
"gmtamesQSAR_1938","TA1535_S9","Negative","Val"
"gmtamesQSAR_1946","TA1535_S9","Negative","Val"
"gmtamesQSAR_1949","TA1535_S9","Negative","Val"
"gmtamesQSAR_1954","TA1535_S9","Negative","Val"
"gmtamesQSAR_1955","TA1535_S9","Negative","Val"
"gmtamesQSAR_1958","TA1535_S9","Negative","Val"
"gmtamesQSAR_1961","TA1535_S9","Negative","Val"
"gmtamesQSAR_1980","TA1535_S9","Negative","Val"
"gmtamesQSAR_1988","TA1535_S9","Negative","Val"
"gmtamesQSAR_1998","TA1535_S9","Positive","Val"
"gmtamesQSAR_2000","TA1535_S9","Negative","Val"
"gmtamesQSAR_2001","TA1535_S9","Negative","Val"
"gmtamesQSAR_2024","TA1535_S9","Negative","Val"
"gmtamesQSAR_2025","TA1535_S9","Negative","Val"
"gmtamesQSAR_2034","TA1535_S9","Negative","Val"
"gmtamesQSAR_2037","TA1535_S9","Negative","Val"
"gmtamesQSAR_2052","TA1535_S9","Negative","Val"
"gmtamesQSAR_2059","TA1535_S9","Negative","Val"
"gmtamesQSAR_2065","TA1535_S9","Negative","Val"
"gmtamesQSAR_2073","TA1535_S9","Negative","Val"
"gmtamesQSAR_2075","TA1535_S9","Negative","Val"
"gmtamesQSAR_2104","TA1535_S9","Negative","Val"
"gmtamesQSAR_2105","TA1535_S9","Negative","Val"
"gmtamesQSAR_2111","TA1535_S9","Negative","Val"
"gmtamesQSAR_2112","TA1535_S9","Positive","Val"
"gmtamesQSAR_2119","TA1535_S9","Negative","Val"
"gmtamesQSAR_2138","TA1535_S9","Negative","Val"
"gmtamesQSAR_2141","TA1535_S9","Negative","Val"
"gmtamesQSAR_2142","TA1535_S9","Negative","Val"
"gmtamesQSAR_2146","TA1535_S9","Positive","Val"
"gmtamesQSAR_2149","TA1535_S9","Negative","Val"
"gmtamesQSAR_2160","TA1535_S9","Positive","Val"
"gmtamesQSAR_2161","TA1535_S9","Positive","Val"
"gmtamesQSAR_2162","TA1535_S9","Negative","Val"
"gmtamesQSAR_2171","TA1535_S9","Negative","Val"
"gmtamesQSAR_2177","TA1535_S9","Negative","Val"
"gmtamesQSAR_2179","TA1535_S9","Negative","Val"
"gmtamesQSAR_2180","TA1535_S9","Negative","Val"
"gmtamesQSAR_2184","TA1535_S9","Negative","Val"
"gmtamesQSAR_2199","TA1535_S9","Negative","Val"
"gmtamesQSAR_2216","TA1535_S9","Negative","Val"
"gmtamesQSAR_2219","TA1535_S9","Negative","Val"
"gmtamesQSAR_2223","TA1535_S9","Negative","Val"
"gmtamesQSAR_2230","TA1535_S9","Negative","Val"
"gmtamesQSAR_2232","TA1535_S9","Negative","Val"
"gmtamesQSAR_2234","TA1535_S9","Negative","Val"
"gmtamesQSAR_2237","TA1535_S9","Negative","Val"
"gmtamesQSAR_2239","TA1535_S9","Negative","Val"
"gmtamesQSAR_2246","TA1535_S9","Negative","Val"
"gmtamesQSAR_2247","TA1535_S9","Negative","Val"
"gmtamesQSAR_2250","TA1535_S9","Negative","Val"
"gmtamesQSAR_2251","TA1535_S9","Negative","Val"
"gmtamesQSAR_2263","TA1535_S9","Positive","Val"
"gmtamesQSAR_2266","TA1535_S9","Negative","Val"
"gmtamesQSAR_2280","TA1535_S9","Negative","Val"
"gmtamesQSAR_2284","TA1535_S9","Negative","Val"
"gmtamesQSAR_2336","TA1535_S9","Negative","Val"
"gmtamesQSAR_2340","TA1535_S9","Negative","Val"
"gmtamesQSAR_2381","TA1535_S9","Negative","Val"
"gmtamesQSAR_2388","TA1535_S9","Negative","Val"
"gmtamesQSAR_2404","TA1535_S9","Negative","Val"
"gmtamesQSAR_2410","TA1535_S9","Negative","Val"
"gmtamesQSAR_2419","TA1535_S9","Negative","Val"
"gmtamesQSAR_2424","TA1535_S9","Negative","Val"
"gmtamesQSAR_2440","TA1535_S9","Negative","Val"
"gmtamesQSAR_2447","TA1535_S9","Negative","Val"
"gmtamesQSAR_2455","TA1535_S9","Negative","Val"
"gmtamesQSAR_2474","TA1535_S9","Negative","Val"
"gmtamesQSAR_2480","TA1535_S9","Positive","Val"
"gmtamesQSAR_2482","TA1535_S9","Negative","Val"
"gmtamesQSAR_2486","TA1535_S9","Negative","Val"
"gmtamesQSAR_2488","TA1535_S9","Negative","Val"
"gmtamesQSAR_2490","TA1535_S9","Negative","Val"
"gmtamesQSAR_2497","TA1535_S9","Negative","Val"
"gmtamesQSAR_2502","TA1535_S9","Negative","Val"
"gmtamesQSAR_2525","TA1535_S9","Negative","Val"
"gmtamesQSAR_2528","TA1535_S9","Negative","Val"
"gmtamesQSAR_2540","TA1535_S9","Positive","Val"
"gmtamesQSAR_2551","TA1535_S9","Negative","Val"
"gmtamesQSAR_2552","TA1535_S9","Negative","Val"
"gmtamesQSAR_2556","TA1535_S9","Negative","Val"
"gmtamesQSAR_2559","TA1535_S9","Negative","Val"
"gmtamesQSAR_2563","TA1535_S9","Negative","Val"
"gmtamesQSAR_2579","TA1535_S9","Positive","Val"
"gmtamesQSAR_2582","TA1535_S9","Negative","Val"
"gmtamesQSAR_2624","TA1535_S9","Negative","Val"
"gmtamesQSAR_2635","TA1535_S9","Negative","Val"
"gmtamesQSAR_2642","TA1535_S9","Negative","Val"
"gmtamesQSAR_2648","TA1535_S9","Negative","Val"
"gmtamesQSAR_2653","TA1535_S9","Negative","Val"
"gmtamesQSAR_2663","TA1535_S9","Negative","Val"
"gmtamesQSAR_2681","TA1535_S9","Negative","Val"
"gmtamesQSAR_2696","TA1535_S9","Negative","Val"
"gmtamesQSAR_2709","TA1535_S9","Negative","Val"
"gmtamesQSAR_2714","TA1535_S9","Negative","Val"
"gmtamesQSAR_2718","TA1535_S9","Negative","Val"
"gmtamesQSAR_2719","TA1535_S9","Negative","Val"
"gmtamesQSAR_2746","TA1535_S9","Negative","Val"
"gmtamesQSAR_2752","TA1535_S9","Negative","Val"
"gmtamesQSAR_2775","TA1535_S9","Negative","Val"
"gmtamesQSAR_2783","TA1535_S9","Negative","Val"
"gmtamesQSAR_2786","TA1535_S9","Negative","Val"
"gmtamesQSAR_2789","TA1535_S9","Negative","Val"
"gmtamesQSAR_2825","TA1535_S9","Negative","Val"
"gmtamesQSAR_2841","TA1535_S9","Negative","Val"
"gmtamesQSAR_2842","TA1535_S9","Negative","Val"
"gmtamesQSAR_2848","TA1535_S9","Negative","Val"
"gmtamesQSAR_2849","TA1535_S9","Negative","Val"
"gmtamesQSAR_2850","TA1535_S9","Negative","Val"
"gmtamesQSAR_2855","TA1535_S9","Negative","Val"
"gmtamesQSAR_2869","TA1535_S9","Negative","Val"
"gmtamesQSAR_2870","TA1535_S9","Negative","Val"
"gmtamesQSAR_2873","TA1535_S9","Negative","Val"
"gmtamesQSAR_2874","TA1535_S9","Positive","Val"
"gmtamesQSAR_2876","TA1535_S9","Negative","Val"
"gmtamesQSAR_2877","TA1535_S9","Negative","Val"
"gmtamesQSAR_2879","TA1535_S9","Negative","Val"
"gmtamesQSAR_2885","TA1535_S9","Negative","Val"
"gmtamesQSAR_2886","TA1535_S9","Positive","Val"
"gmtamesQSAR_2889","TA1535_S9","Negative","Val"
"gmtamesQSAR_2891","TA1535_S9","Negative","Val"
"gmtamesQSAR_2893","TA1535_S9","Positive","Val"
"gmtamesQSAR_2895","TA1535_S9","Negative","Val"
"gmtamesQSAR_2902","TA1535_S9","Negative","Val"
"gmtamesQSAR_2918","TA1535_S9","Negative","Val"
"gmtamesQSAR_2938","TA1535_S9","Negative","Val"
"gmtamesQSAR_2950","TA1535_S9","Negative","Val"
"gmtamesQSAR_2952","TA1535_S9","Negative","Val"
"gmtamesQSAR_2956","TA1535_S9","Negative","Val"
"gmtamesQSAR_2975","TA1535_S9","Negative","Val"
"gmtamesQSAR_2977","TA1535_S9","Negative","Val"
"gmtamesQSAR_2986","TA1535_S9","Negative","Val"
"gmtamesQSAR_2988","TA1535_S9","Negative","Val"
"gmtamesQSAR_3004","TA1535_S9","Negative","Val"
"gmtamesQSAR_3013","TA1535_S9","Negative","Val"
"gmtamesQSAR_3017","TA1535_S9","Negative","Val"
"gmtamesQSAR_3024","TA1535_S9","Negative","Val"
"gmtamesQSAR_3029","TA1535_S9","Negative","Val"
"gmtamesQSAR_3039","TA1535_S9","Negative","Val"
"gmtamesQSAR_3053","TA1535_S9","Positive","Val"
"gmtamesQSAR_3059","TA1535_S9","Negative","Val"
"gmtamesQSAR_3061","TA1535_S9","Positive","Val"
"gmtamesQSAR_3064","TA1535_S9","Negative","Val"
"gmtamesQSAR_3082","TA1535_S9","Negative","Val"
"gmtamesQSAR_3095","TA1535_S9","Negative","Val"
"gmtamesQSAR_3140","TA1535_S9","Negative","Val"
"gmtamesQSAR_3149","TA1535_S9","Negative","Val"
"gmtamesQSAR_3167","TA1535_S9","Negative","Val"
"gmtamesQSAR_3168","TA1535_S9","Negative","Val"
"gmtamesQSAR_3185","TA1535_S9","Positive","Val"
"gmtamesQSAR_3196","TA1535_S9","Negative","Val"
"gmtamesQSAR_3203","TA1535_S9","Negative","Val"
"gmtamesQSAR_3227","TA1535_S9","Negative","Val"
"gmtamesQSAR_3228","TA1535_S9","Negative","Val"
"gmtamesQSAR_3236","TA1535_S9","Negative","Val"
"gmtamesQSAR_3245","TA1535_S9","Negative","Val"
"gmtamesQSAR_3254","TA1535_S9","Negative","Val"
"gmtamesQSAR_3255","TA1535_S9","Negative","Val"
"gmtamesQSAR_3258","TA1535_S9","Negative","Val"
"gmtamesQSAR_3264","TA1535_S9","Negative","Val"
"gmtamesQSAR_3275","TA1535_S9","Negative","Val"
"gmtamesQSAR_3279","TA1535_S9","Negative","Val"
"gmtamesQSAR_3281","TA1535_S9","Negative","Val"
"gmtamesQSAR_3289","TA1535_S9","Negative","Val"
"gmtamesQSAR_3303","TA1535_S9","Negative","Val"
"gmtamesQSAR_3309","TA1535_S9","Negative","Val"
"gmtamesQSAR_3319","TA1535_S9","Negative","Val"
"gmtamesQSAR_3331","TA1535_S9","Negative","Val"
"gmtamesQSAR_3359","TA1535_S9","Negative","Val"
"gmtamesQSAR_3378","TA1535_S9","Negative","Val"
"gmtamesQSAR_3386","TA1535_S9","Negative","Val"
"gmtamesQSAR_3389","TA1535_S9","Negative","Val"
"gmtamesQSAR_3396","TA1535_S9","Negative","Val"
"gmtamesQSAR_3399","TA1535_S9","Negative","Val"
"gmtamesQSAR_3404","TA1535_S9","Negative","Val"
"gmtamesQSAR_3412","TA1535_S9","Negative","Val"
"gmtamesQSAR_3417","TA1535_S9","Negative","Val"
"gmtamesQSAR_3429","TA1535_S9","Negative","Val"
"gmtamesQSAR_3430","TA1535_S9","Negative","Val"
"gmtamesQSAR_3431","TA1535_S9","Negative","Val"
"gmtamesQSAR_3439","TA1535_S9","Negative","Val"
"gmtamesQSAR_3448","TA1535_S9","Negative","Val"
"gmtamesQSAR_3454","TA1535_S9","Negative","Val"
"gmtamesQSAR_3457","TA1535_S9","Positive","Val"
"gmtamesQSAR_3458","TA1535_S9","Negative","Val"
"gmtamesQSAR_3466","TA1535_S9","Negative","Val"
"gmtamesQSAR_3475","TA1535_S9","Positive","Val"
"gmtamesQSAR_3480","TA1535_S9","Negative","Val"
"gmtamesQSAR_3483","TA1535_S9","Negative","Val"
"gmtamesQSAR_3488","TA1535_S9","Negative","Val"
"gmtamesQSAR_3524","TA1535_S9","Negative","Val"
"gmtamesQSAR_3525","TA1535_S9","Negative","Val"
"gmtamesQSAR_3539","TA1535_S9","Negative","Val"
"gmtamesQSAR_3540","TA1535_S9","Negative","Val"
"gmtamesQSAR_3553","TA1535_S9","Negative","Val"
"gmtamesQSAR_3561","TA1535_S9","Negative","Val"
"gmtamesQSAR_3570","TA1535_S9","Negative","Val"
"gmtamesQSAR_3599","TA1535_S9","Negative","Val"
"gmtamesQSAR_3635","TA1535_S9","Negative","Val"
"gmtamesQSAR_3637","TA1535_S9","Negative","Val"
"gmtamesQSAR_3658","TA1535_S9","Negative","Val"
"gmtamesQSAR_3662","TA1535_S9","Negative","Val"
"gmtamesQSAR_3669","TA1535_S9","Negative","Val"
"gmtamesQSAR_3730","TA1535_S9","Negative","Val"
"gmtamesQSAR_3750","TA1535_S9","Negative","Val"
"gmtamesQSAR_3773","TA1535_S9","Negative","Val"
"gmtamesQSAR_3776","TA1535_S9","Positive","Val"
"gmtamesQSAR_3778","TA1535_S9","Negative","Val"
"gmtamesQSAR_3795","TA1535_S9","Negative","Val"
"gmtamesQSAR_3805","TA1535_S9","Negative","Val"
"gmtamesQSAR_3806","TA1535_S9","Negative","Val"
"gmtamesQSAR_3808","TA1535_S9","Negative","Val"
"gmtamesQSAR_3817","TA1535_S9","Negative","Val"
"gmtamesQSAR_3821","TA1535_S9","Negative","Val"
"gmtamesQSAR_3826","TA1535_S9","Positive","Val"
"gmtamesQSAR_3843","TA1535_S9","Negative","Val"
"gmtamesQSAR_3844","TA1535_S9","Negative","Val"
"gmtamesQSAR_3846","TA1535_S9","Negative","Val"
"gmtamesQSAR_3847","TA1535_S9","Negative","Val"
"gmtamesQSAR_3851","TA1535_S9","Positive","Val"
"gmtamesQSAR_3856","TA1535_S9","Negative","Val"
"gmtamesQSAR_3866","TA1535_S9","Positive","Val"
"gmtamesQSAR_3869","TA1535_S9","Negative","Val"
"gmtamesQSAR_3872","TA1535_S9","Negative","Val"
"gmtamesQSAR_3878","TA1535_S9","Negative","Val"
"gmtamesQSAR_3893","TA1535_S9","Negative","Val"
"gmtamesQSAR_3909","TA1535_S9","Negative","Val"
"gmtamesQSAR_3916","TA1535_S9","Negative","Val"
"gmtamesQSAR_3940","TA1535_S9","Negative","Val"
"gmtamesQSAR_3969","TA1535_S9","Negative","Val"
"gmtamesQSAR_3987","TA1535_S9","Negative","Val"
"gmtamesQSAR_4006","TA1535_S9","Negative","Val"
"gmtamesQSAR_4012","TA1535_S9","Positive","Val"
"gmtamesQSAR_4028","TA1535_S9","Negative","Val"
"gmtamesQSAR_4033","TA1535_S9","Negative","Val"
"gmtamesQSAR_4035","TA1535_S9","Negative","Val"
"gmtamesQSAR_4060","TA1535_S9","Negative","Val"
"gmtamesQSAR_4112","TA1535_S9","Negative","Val"
"gmtamesQSAR_4129","TA1535_S9","Negative","Val"
"gmtamesQSAR_4135","TA1535_S9","Negative","Val"
"gmtamesQSAR_4267","TA1535_S9","Negative","Val"
"gmtamesQSAR_4284","TA1535_S9","Negative","Val"
"gmtamesQSAR_4292","TA1535_S9","Negative","Val"
"gmtamesQSAR_4293","TA1535_S9","Negative","Val"
"gmtamesQSAR_4300","TA1535_S9","Positive","Val"
"gmtamesQSAR_4312","TA1535_S9","Negative","Val"
"gmtamesQSAR_4318","TA1535_S9","Negative","Val"
"gmtamesQSAR_4332","TA1535_S9","Negative","Val"
"gmtamesQSAR_4340","TA1535_S9","Negative","Val"
"gmtamesQSAR_4347","TA1535_S9","Negative","Val"
"gmtamesQSAR_4369","TA1535_S9","Negative","Val"
"gmtamesQSAR_4389","TA1535_S9","Negative","Val"
"gmtamesQSAR_4422","TA1535_S9","Negative","Val"
"gmtamesQSAR_4472","TA1535_S9","Negative","Val"
"gmtamesQSAR_4486","TA1535_S9","Negative","Val"
"gmtamesQSAR_4493","TA1535_S9","Negative","Val"
"gmtamesQSAR_4500","TA1535_S9","Negative","Val"
"gmtamesQSAR_4501","TA1535_S9","Negative","Val"
"gmtamesQSAR_4507","TA1535_S9","Negative","Val"
"gmtamesQSAR_4510","TA1535_S9","Negative","Val"
"gmtamesQSAR_4511","TA1535_S9","Negative","Val"
"gmtamesQSAR_4553","TA1535_S9","Negative","Val"
"gmtamesQSAR_4556","TA1535_S9","Negative","Val"
"gmtamesQSAR_4560","TA1535_S9","Negative","Val"
"gmtamesQSAR_4562","TA1535_S9","Negative","Val"
"gmtamesQSAR_4581","TA1535_S9","Negative","Val"
"gmtamesQSAR_4588","TA1535_S9","Negative","Val"
"gmtamesQSAR_4592","TA1535_S9","Negative","Val"
"gmtamesQSAR_4632","TA1535_S9","Negative","Val"
"gmtamesQSAR_4637","TA1535_S9","Negative","Val"
"gmtamesQSAR_4662","TA1535_S9","Negative","Val"
"gmtamesQSAR_4691","TA1535_S9","Negative","Val"
"gmtamesQSAR_4696","TA1535_S9","Positive","Val"
"gmtamesQSAR_4700","TA1535_S9","Negative","Val"
"gmtamesQSAR_4728","TA1535_S9","Negative","Val"
"gmtamesQSAR_4731","TA1535_S9","Negative","Val"
"gmtamesQSAR_4743","TA1535_S9","Negative","Val"
"gmtamesQSAR_4748","TA1535_S9","Positive","Val"
"gmtamesQSAR_4764","TA1535_S9","Negative","Val"
"gmtamesQSAR_4779","TA1535_S9","Negative","Val"
"gmtamesQSAR_4797","TA1535_S9","Positive","Val"
"gmtamesQSAR_4833","TA1535_S9","Negative","Val"
"gmtamesQSAR_4864","TA1535_S9","Negative","Val"
"gmtamesQSAR_4885","TA1535_S9","Negative","Val"
"gmtamesQSAR_4891","TA1535_S9","Positive","Val"
"gmtamesQSAR_4947","TA1535_S9","Negative","Val"
"gmtamesQSAR_4972","TA1535_S9","Negative","Val"
"gmtamesQSAR_4979","TA1535_S9","Negative","Val"
"gmtamesQSAR_4980","TA1535_S9","Negative","Val"
"gmtamesQSAR_4998","TA1535_S9","Negative","Val"
"gmtamesQSAR_5019","TA1535_S9","Positive","Val"
"gmtamesQSAR_5027","TA1535_S9","Negative","Val"
"gmtamesQSAR_5028","TA1535_S9","Negative","Val"
"gmtamesQSAR_5035","TA1535_S9","Negative","Val"
"gmtamesQSAR_5067","TA1535_S9","Negative","Val"
"gmtamesQSAR_5074","TA1535_S9","Negative","Val"
"gmtamesQSAR_5087","TA1535_S9","Negative","Val"
"gmtamesQSAR_5097","TA1535_S9","Negative","Val"
"gmtamesQSAR_5103","TA1535_S9","Negative","Val"
"gmtamesQSAR_5104","TA1535_S9","Negative","Val"
"gmtamesQSAR_5115","TA1535_S9","Negative","Val"
"gmtamesQSAR_5146","TA1535_S9","Negative","Val"
"gmtamesQSAR_5167","TA1535_S9","Negative","Val"
"gmtamesQSAR_5186","TA1535_S9","Negative","Val"
"gmtamesQSAR_5189","TA1535_S9","Negative","Val"
"gmtamesQSAR_5251","TA1535_S9","Negative","Val"
"gmtamesQSAR_5262","TA1535_S9","Positive","Val"
"gmtamesQSAR_5289","TA1535_S9","Negative","Val"
"gmtamesQSAR_5298","TA1535_S9","Positive","Val"
"gmtamesQSAR_5313","TA1535_S9","Negative","Val"
"gmtamesQSAR_5319","TA1535_S9","Negative","Val"
"gmtamesQSAR_5323","TA1535_S9","Negative","Val"
"gmtamesQSAR_5328","TA1535_S9","Positive","Val"
"gmtamesQSAR_5333","TA1535_S9","Negative","Val"
"gmtamesQSAR_5334","TA1535_S9","Negative","Val"
"gmtamesQSAR_5336","TA1535_S9","Negative","Val"
"gmtamesQSAR_5349","TA1535_S9","Positive","Val"
"gmtamesQSAR_5353","TA1535_S9","Negative","Val"
"gmtamesQSAR_5360","TA1535_S9","Negative","Val"
"gmtamesQSAR_5361","TA1535_S9","Negative","Val"
"gmtamesQSAR_5366","TA1535_S9","Negative","Val"
"gmtamesQSAR_5404","TA1535_S9","Negative","Val"
"gmtamesQSAR_5414","TA1535_S9","Negative","Val"
"gmtamesQSAR_5423","TA1535_S9","Negative","Val"
"gmtamesQSAR_5425","TA1535_S9","Positive","Val"
"gmtamesQSAR_5429","TA1535_S9","Negative","Val"
"gmtamesQSAR_5453","TA1535_S9","Negative","Val"
"gmtamesQSAR_5489","TA1535_S9","Negative","Val"
"gmtamesQSAR_5491","TA1535_S9","Negative","Val"
"gmtamesQSAR_5501","TA1535_S9","Negative","Val"
"gmtamesQSAR_5505","TA1535_S9","Negative","Val"
"gmtamesQSAR_5512","TA1535_S9","Negative","Val"
"gmtamesQSAR_5525","TA1535_S9","Negative","Val"
"gmtamesQSAR_5527","TA1535_S9","Positive","Val"
"gmtamesQSAR_5578","TA1535_S9","Negative","Val"
"gmtamesQSAR_5587","TA1535_S9","Negative","Val"
"gmtamesQSAR_5592","TA1535_S9","Positive","Val"
"gmtamesQSAR_5639","TA1535_S9","Positive","Val"
"gmtamesQSAR_5659","TA1535_S9","Positive","Val"
"gmtamesQSAR_5663","TA1535_S9","Positive","Val"
"gmtamesQSAR_5666","TA1535_S9","Negative","Val"
"gmtamesQSAR_5679","TA1535_S9","Negative","Val"
"gmtamesQSAR_5681","TA1535_S9","Negative","Val"
"gmtamesQSAR_5682","TA1535_S9","Negative","Val"
"gmtamesQSAR_5693","TA1535_S9","Negative","Val"
"gmtamesQSAR_5703","TA1535_S9","Negative","Val"
"gmtamesQSAR_5707","TA1535_S9","Negative","Val"
"gmtamesQSAR_5742","TA1535_S9","Positive","Val"
"gmtamesQSAR_5747","TA1535_S9","Negative","Val"
"gmtamesQSAR_5759","TA1535_S9","Negative","Val"
"gmtamesQSAR_5784","TA1535_S9","Positive","Val"
"gmtamesQSAR_5804","TA1535_S9","Negative","Val"
"gmtamesQSAR_5809","TA1535_S9","Negative","Val"
"gmtamesQSAR_5831","TA1535_S9","Negative","Val"
"gmtamesQSAR_5843","TA1535_S9","Negative","Val"
"gmtamesQSAR_5852","TA1535_S9","Negative","Val"
"gmtamesQSAR_5864","TA1535_S9","Negative","Val"
"gmtamesQSAR_5866","TA1535_S9","Negative","Val"
"gmtamesQSAR_5891","TA1535_S9","Negative","Val"
"gmtamesQSAR_5898","TA1535_S9","Negative","Val"
"gmtamesQSAR_5932","TA1535_S9","Negative","Val"
"gmtamesQSAR_5944","TA1535_S9","Negative","Val"
"gmtamesQSAR_5946","TA1535_S9","Negative","Val"
"gmtamesQSAR_5991","TA1535_S9","Negative","Val"
"gmtamesQSAR_5999","TA1535_S9","Positive","Val"
"gmtamesQSAR_6003","TA1535_S9","Negative","Val"
"gmtamesQSAR_6004","TA1535_S9","Negative","Val"
"gmtamesQSAR_6006","TA1535_S9","Negative","Val"
"gmtamesQSAR_6024","TA1535_S9","Negative","Val"
"gmtamesQSAR_6029","TA1535_S9","Positive","Val"
"gmtamesQSAR_6031","TA1535_S9","Negative","Val"
"gmtamesQSAR_6047","TA1535_S9","Negative","Val"
"gmtamesQSAR_6061","TA1535_S9","Positive","Val"
"gmtamesQSAR_6066","TA1535_S9","Negative","Val"
"gmtamesQSAR_6085","TA1535_S9","Negative","Val"
"gmtamesQSAR_6099","TA1535_S9","Positive","Val"
"gmtamesQSAR_6133","TA1535_S9","Negative","Val"
"gmtamesQSAR_6140","TA1535_S9","Negative","Val"
"gmtamesQSAR_6199","TA1535_S9","Positive","Val"
"gmtamesQSAR_6202","TA1535_S9","Negative","Val"
"gmtamesQSAR_6258","TA1535_S9","Negative","Val"
"gmtamesQSAR_6269","TA1535_S9","Negative","Val"
"gmtamesQSAR_6273","TA1535_S9","Negative","Val"
"gmtamesQSAR_6282","TA1535_S9","Negative","Val"
"gmtamesQSAR_6320","TA1535_S9","Negative","Val"
"gmtamesQSAR_6333","TA1535_S9","Negative","Val"
"gmtamesQSAR_6346","TA1535_S9","Negative","Val"
"gmtamesQSAR_6347","TA1535_S9","Negative","Val"
"gmtamesQSAR_6366","TA1535_S9","Negative","Val"
"gmtamesQSAR_6381","TA1535_S9","Negative","Val"
"gmtamesQSAR_6410","TA1535_S9","Negative","Val"
"gmtamesQSAR_6421","TA1535_S9","Negative","Val"
"gmtamesQSAR_6445","TA1535_S9","Negative","Val"
"gmtamesQSAR_6446","TA1535_S9","Negative","Val"
"gmtamesQSAR_6461","TA1535_S9","Negative","Val"
"gmtamesQSAR_6470","TA1535_S9","Positive","Val"
"gmtamesQSAR_6473","TA1535_S9","Negative","Val"
"gmtamesQSAR_6484","TA1535_S9","Negative","Val"
"gmtamesQSAR_6489","TA1535_S9","Negative","Val"
"gmtamesQSAR_6491","TA1535_S9","Negative","Val"
"gmtamesQSAR_6501","TA1535_S9","Negative","Val"
"gmtamesQSAR_6526","TA1535_S9","Negative","Val"
"gmtamesQSAR_6532","TA1535_S9","Negative","Val"
"gmtamesQSAR_6538","TA1535_S9","Negative","Val"
"gmtamesQSAR_6543","TA1535_S9","Negative","Val"
"gmtamesQSAR_6550","TA1535_S9","Negative","Val"
"gmtamesQSAR_6587","TA1535_S9","Negative","Val"
"gmtamesQSAR_6617","TA1535_S9","Negative","Val"
"gmtamesQSAR_6679","TA1535_S9","Negative","Val"
"gmtamesQSAR_6697","TA1535_S9","Negative","Val"
"gmtamesQSAR_6711","TA1535_S9","Negative","Val"
"gmtamesQSAR_6733","TA1535_S9","Negative","Val"
"gmtamesQSAR_6734","TA1535_S9","Negative","Val"
"gmtamesQSAR_6744","TA1535_S9","Negative","Val"
"gmtamesQSAR_6787","TA1535_S9","Negative","Val"
"gmtamesQSAR_6795","TA1535_S9","Negative","Val"
"gmtamesQSAR_6801","TA1535_S9","Negative","Val"
"gmtamesQSAR_6816","TA1535_S9","Negative","Val"
"gmtamesQSAR_6836","TA1535_S9","Negative","Val"
"gmtamesQSAR_6882","TA1535_S9","Positive","Val"
"gmtamesQSAR_6899","TA1535_S9","Positive","Val"
"gmtamesQSAR_6907","TA1535_S9","Negative","Val"
"gmtamesQSAR_6917","TA1535_S9","Negative","Val"
"gmtamesQSAR_6923","TA1535_S9","Negative","Val"
"gmtamesQSAR_6925","TA1535_S9","Negative","Val"
"gmtamesQSAR_6939","TA1535_S9","Negative","Val"
"gmtamesQSAR_6956","TA1535_S9","Negative","Val"
"gmtamesQSAR_7001","TA1535_S9","Negative","Val"
"gmtamesQSAR_7021","TA1535_S9","Negative","Val"
"gmtamesQSAR_7030","TA1535_S9","Negative","Val"
"gmtamesQSAR_7031","TA1535_S9","Negative","Val"
"gmtamesQSAR_7054","TA1535_S9","Negative","Val"
"gmtamesQSAR_7129","TA1535_S9","Negative","Val"
"gmtamesQSAR_7136","TA1535_S9","Negative","Val"
"gmtamesQSAR_7158","TA1535_S9","Negative","Val"
"gmtamesQSAR_7169","TA1535_S9","Negative","Val"
"gmtamesQSAR_7182","TA1535_S9","Negative","Val"
"gmtamesQSAR_7212","TA1535_S9","Negative","Val"
"gmtamesQSAR_7233","TA1535_S9","Negative","Val"
"gmtamesQSAR_7239","TA1535_S9","Negative","Val"
"gmtamesQSAR_7257","TA1535_S9","Negative","Val"
